om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,fc,date_tim,hour,year,length,width,cas,area_pth,ma,ed,id,total_pp,total_ml,ml_und18,ml18t44,ml45t64,ml_ovr65,totl_fml,fml_un18,fml1844,fml4564,fml_ov65,white,black,ttl_hsn_u,mobl_hms,mdn_incm,pop_d,pop_under18,pop18to44,pop45to64,PopOver65
354,1995,5,"13",1995/05/13,17:15:00,3,IL,17,26,3,25,0,6,0,40.42,-89.93,40.52,-89.48,25,880,0,1995/05/13 22:15:00+00,17,1995,40233.5,631.987910937352,25,25427085.6146979,May,2198886112844.75,43,693.905359678987,363.963977417304,87.6709408054892,152.072302202985,84.0459741321328,36.8342056235465,329.941382261683,86.5723117703984,127.92771293437,78.6245387873206,40.1573734227444,653.979156702728,31.5929454032481,251.877625127201,4.79998793756947,64135.2736733525,27.2900076003158,174.243252575888,280.000015137355,162.670512919453,76.9915790462909
365,1995,5,"13",1995/05/13,21:24:00,3,IN,18,2,1,1,0,5,0,40.82,-86.12,40.8201,-86.1199,1.5,70,0,1995/05/14 02:24:00+00,21,1995,2414.01,50.2717656427439,1,121356.54497924,May,5965863777.53948,44,0.089631020500752,0.043975632296516,0.011157871180588,0.015857688787683,0.011425833055916,0.006011269654823,0.045655388204236,0.010273924322182,0.016483703832435,0.011366355940469,0.007054373726656,0.086570783397455,0.000496883666254,0.038600573219791,0.009121041144163,53540.1405,0.738575908831986,0.02143179550277,0.032341392620118,0.022792188996385,0.013065643381479
366,1995,5,"13",1995/05/13,21:58:00,3,IN,18,3,2,10,3,6,0,39.98,-86.9,39.97,-86.57,14,250,0,1995/05/14 02:58:00+00,21,1995,22530.76,179.542020152657,13,4045218.16597467,May,266695547608.494,45,100.655742064655,49.856000646291,13.619912396798,18.614183005618,11.3051283322073,5.87834721898222,50.7997414183636,13.6114364425756,19.4792191827492,11.1607635411584,6.98675194456574,99.5341187466685,0.219654139110895,38.8022979480638,3.07538436175837,63805.1365965075,24.8826485827872,27.2313488393736,38.0934021883673,22.4658918733657,12.865099163548
397,1995,5,"15",1995/05/15,20:20:00,3,KS,20,19,3,3,0,5,0,37.97,-100.62,37.97,-100.52,6,900,0,1995/05/16 01:20:00+00,20,1995,9656.04,646.351272549564,3,6241193.74178949,May,539726591334.619,46,21.7192782849657,10.7804773612967,3.47848390493849,4.05080398795097,2.09843591781334,1.12433838034802,10.938800923669,3.45820754883947,3.99400281668101,2.13091338980935,1.38409233858502,20.5665785852427,0.008117124212716,8.58869451503709,1.4003176118653,55326.771,3.47998783302283,6.93669145377796,8.04480680463198,4.22934930762269,2.50843071893304
413,1995,5,"16",1995/05/16,20:50:00,3,KS,20,31,1,2,0,4,0,38.75,-95.03,38.7501,-95.0299,1,60,0,1995/05/17 01:50:00+00,20,1995,1609.34,43.0900848366376,2,69346.5971309944,May,3409065015.73685,47,0.041211005992795,0.02125369072611,0.00649084208307,0.009018110685462,0.003804821169466,0.001268322576618,0.019957315266685,0.006453611552803,0.008887655524372,0.003879446238054,0.00140819616295,0.040185207037638,9.327697382e-06,0.014632201557632,0.000708800315029,68603.3725,0.594275821709726,0.012944453635873,0.017905766209834,0.00768426740752,0.002676518739568
418,1995,5,"16",1995/05/16,23:45:00,3,KS,20,35,1,5,0,5,0,38.45,-95,38.47,-94.83,8,73,0,1995/05/17 04:45:00+00,23,1995,12874.72,52.4262698845757,5,674973.545408345,May,33181566153.172,48,11.3583974331829,5.61956212249456,1.53855362902076,2.15625077759951,1.18026210223077,0.711504787697353,5.73883531068835,1.57869174939167,2.14011389440161,1.21255620449848,0.840464288342759,10.7669551016257,0.299931456361249,4.5159096442175,0.677323655189308,62901.2710610616,16.827914976003,3.11724537841243,4.29636467200112,2.39281830672925,1.55196907604011
423,1995,5,"17",1995/05/17,08:34:00,3,MO,29,8,3,9,0,7,0,37.83,-94.47,37.88,-94.18,14,400,0,1995/05/17 13:34:00+00,8,1995,22530.76,287.267232244251,9,6472349.06555947,May,559716465087.753,49,357.729211831565,161.183217012581,45.3380037442718,61.6394636916395,33.5556621234194,28.2762931830945,196.545994818984,43.7636192245396,69.2524503802455,36.5581797066713,39.3455397776836,347.861362771231,2.15449624523032,153.0284668035,6.72120816074788,43174.5073677376,55.2703830105682,89.1016229688114,130.891914071885,70.1138418300907,67.6218329607781
429,1995,5,"18",1995/05/18,03:35:00,3,KY,21,10,2,8,0,6,0,37.82,-84.93,37.8201,-84.9299,1,200,0,1995/05/18 08:35:00+00,3,1995,1609.34,143.633616122125,8,231155.323769981,May,15239745577.6282,50,0.274114565997486,0.134964347496705,0.035436960315958,0.053660635812599,0.032117967478696,0.013315822276608,0.139150218500781,0.036952521846274,0.054815114413674,0.032153827242071,0.015661716611607,0.269098227517543,0.001659833096591,0.108837971739162,0.011836597980229,57683.926,1.18584578337574,0.072389482162232,0.108475750226273,0.064271794720767,0.028977538888215
434,1995,5,"18",1995/05/18,07:20:00,3,TX,48,94,1,12,0,5,0,30.07,-94.8,30.13,-94.72,6.5,500,0,1995/05/18 12:20:00+00,7,1995,10460.71,359.084040305313,12,3756274.01126219,May,184657688352.413,51,123.806295490566,60.2875551158427,16.8945655873526,22.606968889912,12.7201864337906,7.76831032561306,63.5187403747231,17.0634925751735,23.6486346163119,13.3201222873496,9.78401477506252,100.792141021179,14.7856121941999,51.4237693029275,9.99686044387457,45036.2178975911,32.9598679753834,33.9580581625262,46.2556035062239,26.0403087211402,17.5523251006756
436,1995,5,"18",1995/05/18,09:25:00,3,MO,29,10,1,2,0,4,0,37.73,-92.2,37.7301,-92.1999,1,100,0,1995/05/18 14:25:00+00,9,1995,1609.34,71.8168080610627,2,115577.661884991,May,5681775026.22808,52,0.169542504590021,0.113019789230412,0.023207791325021,0.059253821487111,0.001367372404311,8.3972107915e-05,0.056522715359609,0.024456876430258,0.059787131054807,0.001291071159194,9.4468621404e-05,0.109691992277283,0.043916804835858,0.032548471387858,0,47233.8665,1.46691412358497,0.047664667755279,0.119040952541918,0.002658443563505,0.000178440729319
438,1995,5,"18",1995/05/18,11:05:00,3,MO,29,11,2,3,0,5,0,38.17,-90.48,38.25,-90.38,7.2,150,0,1995/05/18 16:05:00+00,11,1995,11587.248,107.725212091594,3,1248238.7483579,May,82294626119.1925,53,328.627232806201,154.065059430849,42.0742356061379,60.4776217692053,31.7628018965532,22.9008246510867,174.562173375352,43.1861547523505,63.1156418433405,33.5300366797544,31.5799156077728,310.172461469042,12.311532607348,131.91410180645,7.08526628868877,54102.891722457,263.272737878488,85.2603903584884,123.593263612546,65.2928385763077,54.4807402588595
439,1995,5,"18",1995/05/18,11:30:00,3,TN,47,16,2,28,0,6,0,36.3,-86.72,36.4,-86.45,15,73,0,1995/05/18 16:30:00+00,11,1995,24140.1,52.4262698845757,28,1265575.39764065,May,83437607037.5146,54,309.068944270582,147.905891729855,41.9373894411618,63.3611631008845,30.797674451103,12.9923335773309,161.163052540727,40.9462767687449,68.6188762846903,33.1639047417191,17.2513259049477,247.135108043881,53.8473225461151,125.866312736992,5.42906519240605,67391.7096586776,244.212193794826,82.8836662099067,131.980039385575,63.9615791928221,30.2436594822786
455,1995,5,"18",1995/05/18,12:30:00,3,MD,24,1,1,2,0,6,0,38.9,-76.9,38.9001,-76.8999,0.3,30,0,1995/05/18 17:30:00+00,12,1995,482.802,21.5450424183188,2,10401.9895696492,May,511359752.360527,55,1.50068124480144,0.71460224973968,0.21415006831278,0.270277385364384,0.167028436791932,0.059724151725529,0.786078995061762,0.223923744779951,0.307907913460543,0.181234213809694,0.07643533055663,0.052063546451581,1.41129173439338,0.497909929876577,0.000456294339341,68768.3275,144.268674252483,0.438073813092731,0.578185298824927,0.348262650601626,0.136159482282159
464,1995,5,"18",1995/05/18,14:30:00,3,LA,22,41,1,1,0,0,0,30.82,-92.67,30.8201,-92.6699,0.5,30,0,1995/05/18 19:30:00+00,14,1995,804.67,21.5450424183188,1,17336.6492827486,May,852266253.934212,56,0.259043279024331,0.114959496282688,0.035706669894533,0.040588351061807,0.023957079439501,0.019240069886066,0.144083782741643,0.040239370122412,0.045046018378683,0.027939932116082,0.026325788125247,0.151779364369461,0.103466526463357,0.114352713319419,0.007754057252472,22458.3595,14.9419460934761,0.075946040016945,0.08563436944049,0.051897011555583,0.045565858011313
474,1995,5,"18",1995/05/18,15:52:00,3,TN,47,23,4,32,3,6,0,35,-87.48,35.35,-87.17,29,1000,0,1995/05/18 20:52:00+00,15,1995,46670.86,718.168080610627,35,33517521.9466473,May,3284711577878.03,57,1203.06774383997,578.828909499349,149.31195975316,219.935624953454,132.729322419717,81.412389474125,624.238834340625,148.480926708628,226.840094339483,140.071466392674,104.285959798732,1167.18061142412,20.1820241454257,513.973345186368,49.5724616386588,44810.0164033762,35.8936960123424,297.792886461789,446.775719292937,272.800788812391,185.698349272857
475,1995,5,"18",1995/05/18,15:55:00,3,TN,47,24,0,4,0,4,0,35.75,-86.65,35.75,-86.55,8,73,0,1995/05/18 20:55:00+00,15,1995,12874.72,52.4262698845757,4,674973.545408345,May,25959784839.1731,58,9.5197964535577,4.71804805998678,1.31432664556085,1.91860234264244,0.980814451378117,0.447383407139566,4.80174839357092,1.38870082106462,2.042950404836,0.958719657223347,0.46829872371276,9.04451476293296,0.376491462312261,3.59313599960195,0.491553804498965,64133.7465,14.1039549154455,2.70302746662547,3.96155274747844,1.93953410860146,0.915682130852326
481,1995,5,"18",1995/05/18,16:33:00,3,AL,1,19,4,55,1,6,0,34.83,-87.03,34.8,-86.25,39,1300,0,1995/05/18 21:33:00+00,16,1995,62764.26,933.618504793815,56,58597874.5756902,May,5742581965462.62,59,6652.03894626284,3289.68534463278,811.29201261672,1463.61093549747,700.199315598556,301.928278958605,3362.35360163007,832.002779141712,1447.33445041126,722.922460919719,372.748713118801,4606.66155209539,1827.12462478644,2653.74219744235,219.476119077136,61823.4585744407,113.520140353734,1643.29479175843,2910.94538590873,1423.12177651828,674.676992077406
484,1995,5,"18",1995/05/18,16:47:00,3,TN,47,26,0,1,0,5,0,35.33,-87.2,35.33,-87.13,3,50,0,1995/05/18 21:47:00+00,16,1995,4828.02,35.9084040305313,1,173366.492827486,May,6667752955.26705,60,4.27257154319726,2.06392077828,0.53113676186719,0.840159547295179,0.443451048867481,0.253699842268053,2.20865076491727,0.547028073893516,0.869638191219432,0.458822000083555,0.328636077702859,3.53735415220661,0.679563043075075,1.78053490108642,0.242908886720338,45917.1005898273,24.6447365549976,1.07816483576071,1.70979773851461,0.902273048951036,0.582335919970912
487,1995,5,"18",1995/05/18,17:00:00,3,TN,47,29,1,1,0,5,0,35.48,-86.47,35.45,-86.18,16,50,0,1995/05/18 22:00:00+00,17,1995,25749.44,35.9084040305313,1,924621.295079925,May,45454200209.8247,61,65.4897472364752,32.2390355394029,8.58889080346127,13.2293158074457,6.8214783646391,3.79998684466827,33.2507116970723,8.3772741335093,13.1400638843984,6.90860364829438,4.6241337500588,55.5400830450549,7.45677390860768,27.4632826569564,3.94664727527046,49461.0235708712,70.828724781657,16.9661649369706,26.3693796918441,13.7300820129335,8.42412059472707
490,1995,5,"18",1995/05/18,17:21:00,3,TN,47,31,3,20,0,6,0,35.8,-85.2,35.95,-85.03,9,100,0,1995/05/18 22:21:00+00,17,1995,14484.06,71.8168080610627,20,1040198.95696492,May,89954431889.1032,62,60.4145854100767,29.2261488624132,7.02144748363108,10.6311737398595,6.9050414010734,4.72830747132929,31.1884365476635,7.18139146252895,10.9751241023359,7.6968805713327,5.27521917798587,59.5739046771701,0.040279354142707,27.661962032634,4.8237423991735,41965.5584073564,58.0798365596846,14.20283894616,21.6062978421954,14.6019219724061,10.0035266493152
508,1995,5,"19",1995/05/19,06:38:00,3,NC,37,9,1,1,0,5,0,34.95,-79.27,34.95,-79.22,6,50,0,1995/05/19 11:38:00+00,6,1995,9656.04,35.9084040305313,1,346732.985654972,May,17045325078.6842,63,4.14601856624616,2.20469006940722,0.585927292804086,0.974439641751438,0.396508410658179,0.149631951357549,1.94132849683893,0.606200722014228,0.860366382036754,0.380434591762519,0.192509573861403,1.47049735697275,1.6176505798212,1.39886020229036,0.601679732700435,43355.1429751899,11.9573814369418,1.19212801481831,1.83480602378819,0.776943002420698,0.342141525218952
570,1995,5,"27",1995/05/27,18:55:00,3,IA,19,14,4,2,0,6,0,41.07,-94.42,41.77,-94.15,57,500,0,1995/05/27 23:55:00+00,18,1995,91732.38,359.084040305313,2,32939633.6372223,May,3228078619638.75,64,160.21635639021,80.4881288352298,21.1641916667156,26.9694885734177,18.6507307222135,12.761746910343,79.72822755498,20.8780165823983,26.906043408955,18.5028526112362,14.3832859149305,158.804856643513,0.089367403828804,68.008551485234,4.44113090870028,50676.5417218574,4.86393862648074,42.0422082491139,53.8755319823727,37.1535833334497,27.1450328252735
571,1995,5,"27",1995/05/27,18:56:00,3,IA,19,15,4,1,0,6,0,41.78,-94.65,42.2,-94.48,30,250,0,1995/05/27 23:56:00+00,18,1995,48280.2,179.542020152657,1,8668324.64137429,May,849494373589.145,65,44.6858453901956,21.7315752949326,5.60648483012769,6.6270510222072,5.03564450880324,4.60565436501595,22.954270095263,5.34988126282496,6.71665078139823,5.25492541309037,5.48955320672795,44.3692788460217,0.038028506981976,20.5829933774928,0.39735794198732,42602.882459578,5.1550728934295,10.9563660929526,13.3437018036054,10.2905699218936,10.0952075717439
591,1995,5,"29",1995/05/29,14:25:00,3,PA,42,3,2,1,0,0,0,40,-76.42,40.0001,-76.4199,2.5,100,0,1995/05/29 19:25:00+00,14,1995,4023.35,71.8168080610627,1,288944.154712476,May,19049681972.0353,66,0.865100034085442,0.426132200288917,0.116496955893996,0.174722146817529,0.090816454544769,0.042024067807114,0.438967833796525,0.114146418697054,0.185330393448331,0.094554035703842,0.047009561172806,0.832782921133059,0.008999527376374,0.330907386582461,0.001524409198023,73355.1884592827,2.99400427375417,0.23064337459105,0.36005254026586,0.185370490248611,0.08903362897992
597,1995,5,"29",1995/05/29,16:06:00,3,MA,25,1,4,24,3,7,0,42.2,-73.43,42.17,-73.17,11.5,300,0,1995/05/29 21:06:00+00,16,1995,18507.41,215.450424183188,27,3987429.33503218,May,390767411851.007,67,173.641276271741,81.3653381849565,19.8065225707182,29.4331206304496,19.2577462412723,14.4957776931018,92.2759380867846,20.4721997776293,31.2117708700472,20.5866496768865,18.3774888116363,166.515169305792,3.96077875940064,83.7599460302229,0.47470348176018,65475.1258326555,43.5471732993959,40.2787223483475,60.6448915004969,39.8443959181587,32.8732665047381
595,1995,5,"29",1995/05/29,16:40:00,3,NY,36,2,2,5,0,7,0,42.2,-73.78,42.2,-73.52,15,300,0,1995/05/29 21:40:00+00,16,1995,24140.1,215.450424183188,5,5200994.78482458,May,342894275496.635,68,194.921370036624,96.2942251200246,22.9114000896983,34.3429870492198,22.3269187653784,16.3717633347159,98.6271449165999,22.4767443178833,33.2669874236603,23.8921001976009,19.3324688584675,186.207397633324,4.18738274539266,90.1396049154121,10.6854990910373,57335.1048302815,37.4777091885123,45.3881444075816,67.6099744728801,46.2190189629793,35.7042321931835
622,1995,6,"02",1995/06/02,17:35:00,3,TX,48,127,3,12,0,7,0,34.6,-102.78,34.73,-102.73,10,500,0,1995/06/02 22:35:00+00,17,1995,16093.4,359.084040305313,12,5778883.09424953,Jun,499746843828.351,69,29.0897436826768,14.4002052085125,4.8802713703509,5.16360498858167,2.56196404536434,1.56280433651236,14.6895384741643,4.87117542617606,5.4682384268558,2.57112204255194,2.01056304628378,22.8119007260983,0.41430446235406,10.5739242111619,0.980919341586079,42583.489,5.03380033965795,9.75144679652696,10.6318434154375,5.13308608791628,3.57336738279614
628,1995,6,"02",1995/06/02,19:02:00,3,TX,48,133,2,3,0,4,0,34.5,-102.32,34.57,-102.28,6,100,0,1995/06/03 00:02:00+00,19,1995,9656.04,71.8168080610627,3,693465.971309944,Jun,45719236732.8847,70,20.0873680305921,9.74131452394768,3.41541803001529,3.30617438255577,1.9454634146094,1.13899790376052,10.3460535066444,3.45781635291631,3.33457721126325,2.05985300644786,1.42906772902365,13.2646381377306,0.875039247575849,7.60343980385343,0.629790606319022,38924.2493195938,28.9666239752867,6.8732343829316,6.64075159381901,4.00531642105727,2.56806563278418
646,1995,6,"03",1995/06/03,21:15:00,3,TX,48,146,1,1,0,5,0,34.42,-100.22,34.4201,-100.2199,0.5,200,0,1995/06/04 02:15:00+00,21,1995,804.67,143.633616122125,1,115577.661884991,Jun,5681775026.22808,71,3.66287804493265,1.74406101545175,0.535531320622709,0.50761973219688,0.398456567323223,0.353311496842947,1.91881702948091,0.454557529358458,0.59413903314794,0.402648336391989,0.416614029048507,2.90244817093459,0.215358569912848,1.80437092382083,0.055150643891269,33776.662,31.6919202655053,0.990088849981167,1.10175876534482,0.801104903715212,0.769925525891454
698,1995,6,"07",1995/06/07,18:15:00,3,IN,18,8,1,10,0,5,0,41.07,-86.22,41.0701,-86.2199,0.5,20,0,1995/06/07 23:15:00+00,18,1995,804.67,14.3633616122125,10,11557.7661884991,Jun,568177502.622808,72,0.224083999940544,0.103804566821738,0.027542097280998,0.040345130528636,0.021179398882444,0.018110256795849,0.120279433118806,0.028200685134356,0.03982803149153,0.023671556285147,0.025206843541586,0.217804226951102,0.001116594587465,0.099337152717492,0.005863592575794,46331.148,19.3881755596965,0.055742782415354,0.080173162020166,0.044850955167591,0.043317100337435
707,1995,6,"07",1995/06/07,20:30:00,3,IN,18,9,1,3,0,5,0,41.3,-86.12,41.28,-86.05,4,30,0,1995/06/08 01:30:00+00,20,1995,6437.36,21.5450424183188,3,138693.194261989,Jun,6818130031.4737,73,3.2364738578166,1.59289581651482,0.504869677334038,0.619152889326163,0.292877008397723,0.169082266664033,1.64357804130178,0.509302180688618,0.649722157940561,0.28806406378264,0.203403613682826,3.18948792199555,0.000833887058861,1.23068649077873,0.068359281444732,56375.3695495205,23.3354915144788,1.01417185802266,1.26887504726672,0.580941072180363,0.372485880346859
714,1995,6,"07",1995/06/07,23:05:00,3,KS,20,54,2,1,0,4,0,38.58,-96.67,38.5801,-96.6699,0.5,70,0,1995/06/08 04:05:00+00,23,1995,804.67,50.2717656427439,1,40452.1816597467,Jun,2666955476.08494,74,0.005656625840834,0.002829875022628,0.000714845206435,0.000847408629726,0.000679024166163,0.000548026058413,0.002826750818206,0.000720228708056,0.000876116353932,0.000699765233442,0.000571211484666,0.005538610337933,8.843130511e-06,0.003102591975926,0.00031879864678,45114.713,0.139834876853201,0.001435073914491,0.001723524983658,0.001378789399605,0.001119237543079
718,1995,6,"08",1995/06/08,15:04:00,3,MO,29,24,1,3,0,5,0,36.55,-93.93,36.55,-93.75,12,250,0,1995/06/08 20:04:00+00,15,1995,19312.08,179.542020152657,3,3467329.85654972,Jun,170453250786.842,75,36.3412857677643,18.2068494918064,5.07715689929137,6.58252677180087,4.07532040035772,2.20370432490818,18.134436275958,5.05181462427127,6.74806967813695,4.17496082565767,2.42773224334032,35.0096749528262,0.113299111176728,15.7165066239952,4.231198092952,38095.0696038681,10.4810581257841,10.1289715235626,13.3305964499378,8.25028122601539,4.6314365682485
721,1995,6,"08",1995/06/08,15:31:00,3,TX,48,169,4,7,0,7,0,35.5,-101.02,35.53,-100.97,3,200,0,1995/06/08 20:31:00+00,15,1995,4828.02,143.633616122125,7,693465.971309944,Jun,67959549887.1316,76,211.201106278272,100.910051694156,28.266218919089,39.5084384276377,17.8532828325428,16.1978491650779,110.291054584116,30.8538894146338,39.5164901787114,21.1982360407646,17.8067012998151,122.938373961756,54.5851241663054,108.920508174703,6.21626545297989,42131.6338528573,304.558716672597,59.1201083337228,79.0249286063492,39.0515188733074,34.004550464893
726,1995,6,"08",1995/06/08,16:15:00,3,OK,40,52,1,1,0,5,0,36.8,-99.48,36.8001,-99.4799,0.2,30,0,1995/06/08 21:15:00+00,16,1995,321.868,21.5450424183188,1,6934.65971309944,Jun,340906501.573685,77,0.000841014043019,0.000411040712871,9.6486959791e-05,0.000127965516727,0.000101962388314,8.3257292399e-05,0.000429973330148,0.000105155028934,0.000126824609391,0.000102190248192,9.7171999271e-05,0.000811588573431,6.8427782e-07,0.000417199699869,4.8357663721e-05,46070.775,0.12127690150828,0.000201641988725,0.000254790126118,0.000204152636506,0.00018042929167
749,1995,6,"09",1995/06/09,06:25:00,3,OK,40,57,0,1,0,4,0,35.92,-96.58,35.9201,-96.5799,0.1,30,0,1995/06/09 11:25:00+00,6,1995,160.934,21.5450424183188,1,3467.32985654972,Jun,133355059.105341,78,0.004578249686491,0.00232170177765,0.000618558747733,0.00082550118453,0.00059711582652,0.000241450390556,0.002256547908841,0.000602446962253,0.000859223310705,0.000580238397771,0.000253714866423,0.003841624765082,6.5154414331e-05,0.001913179680065,0.000718210750903,48533.105,1.320396349901,0.001221005709986,0.001684724495235,0.001177354224291,0.000495165256979
787,1995,6,"12",1995/06/12,17:10:00,3,SC,45,17,1,1,0,5,0,32.38,-80.63,32.3,-80.53,7,130,0,1995/06/12 22:10:00+00,17,1995,11265.38,93.3618504793815,1,1051756.72315341,Jun,51704152738.6755,79,33.6345978339548,16.0256028429982,4.46255573573651,5.36015514745581,3.63085441461996,2.82345101003754,17.6089949909566,4.49522588657664,5.73750553674537,4.13809906621742,2.98675103656554,12.4625315032713,20.772181733386,18.9801866679643,6.04318483019764,54880.7540908211,31.9794464760923,8.95778162231315,11.0976606842012,7.76895348083738,5.81020204660309
828,1995,6,"30",1995/06/30,16:38:00,3,GA,13,6,1,4,0,5,0,33.88,-84.52,33.8801,-84.5199,0.1,10,0,1995/06/30 21:38:00+00,16,1995,160.934,7.18168080610627,4,1155.77661884991,Jun,56817750.2622808,80,0.158373147566722,0.078268041963222,0.019530637817809,0.039376586761837,0.012145389408097,0.008618912771688,0.0801051056035,0.015917060231053,0.038151115064326,0.014060034108339,0.010573411403572,0.118331584949042,0.023529690825942,0.07136447582027,1.7326972793e-05,59838.3455,137.027471384839,0.035447698048862,0.077527701826163,0.026205423516436,0.01919232417526
856,1995,7,"04",1995/07/04,13:30:00,3,MI,26,5,1,2,0,4,0,42.47,-84.53,42.6,-84.33,4,10,0,1995/07/04 18:30:00+00,13,1995,6437.36,7.18168080610627,2,46231.0647539962,Jul,2272710010.49123,81,5.49475306563482,2.7657125849584,0.802718164790147,1.09042069407657,0.630194687268191,0.196023530861857,2.72904048067641,0.798918204371391,1.14193585046757,0.618295973269204,0.21624596052989,5.34682830313909,0.024880417883277,1.91373211974497,0.324824180761075,76888.9402300998,118.854131845619,1.60163636916154,2.23235654454414,1.24849066053739,0.412269491391747
